company_id,company_name,website,country,industry,company_size,employee_count,revenue_range
C00929,T Group 0929,https://example-company-0929.com,Canada,Insurance,Small,3684,$250M-$1B
C00930,U Technologies 0930,https://example-company-0930.com,Australia,Education,Medium,4473,$250M-$1B
C00931,V Solutions 0931,https://example-company-0931.com,Australia,Banking,Large,349,$50M-$250M
C00932,W Industries 0932,https://example-company-0932.com,Singapore,Healthcare,Large,14693,> $1B
C00933,X Systems 0933,https://example-company-0933.com,UAE,Logistics,Large,17993,> $1B
C00934,Y Group 0934,https://example-company-0934.com,Singapore,Education,Large,16557,> $1B
C00935,Z Technologies 0935,https://example-company-0935.com,Canada,Insurance,Large,7630,> $1B
C00936,A Solutions 0936,https://example-company-0936.com,Saudi Arabia,Insurance,Small,11889,> $1B
C00937,B Industries 0937,https://example-company-0937.com,UK,Retail,Medium,19218,> $1B
C00938,C Systems 0938,https://example-company-0938.com,UK,Manufacturing,Large,11847,> $1B
C00939,D Group 0939,https://example-company-0939.com,Canada,Education,Medium,5952,> $1B
C00940,E Technologies 0940,https://example-company-0940.com,Australia,Insurance,Small,6804,> $1B
C00941,F Solutions 0941,https://example-company-0941.com,Singapore,Insurance,Medium,14556,> $1B
C00942,G Industries 0942,https://example-company-0942.com,Canada,Retail,Medium,8952,> $1B
C00943,H Systems 0943,https://example-company-0943.com,Saudi Arabia,Logistics,Medium,16754,> $1B
C00944,I Group 0944,https://example-company-0944.com,Canada,Banking,Medium,17288,> $1B
C00945,J Technologies 0945,https://example-company-0945.com,UK,Healthcare,Large,764,$50M-$250M
C00946,K Solutions 0946,https://example-company-0946.com,UK,Banking,Enterprise,14480,> $1B
C00947,L Industries 0947,https://example-company-0947.com,Saudi Arabia,Insurance,Medium,7430,> $1B
C00948,M Systems 0948,https://example-company-0948.com,UK,Education,Enterprise,10419,> $1B
C00949,N Group 0949,https://example-company-0949.com,Saudi Arabia,Banking,Small,5332,> $1B
C00950,O Technologies 0950,https://example-company-0950.com,UAE,Retail,Enterprise,7396,> $1B
C00951,P Solutions 0951,https://example-company-0951.com,USA,Education,Enterprise,6641,> $1B
C00952,Q Industries 0952,https://example-company-0952.com,Germany,Manufacturing,Small,1055,$250M-$1B
C00953,R Systems 0953,https://example-company-0953.com,Singapore,Banking,Large,15666,> $1B
C00954,S Group 0954,https://example-company-0954.com,Canada,Healthcare,Enterprise,2902,$250M-$1B
C00955,T Technologies 0955,https://example-company-0955.com,India,Education,Enterprise,7547,> $1B
C00956,U Solutions 0956,https://example-company-0956.com,Singapore,Healthcare,Enterprise,3900,$250M-$1B
C00957,V Industries 0957,https://example-company-0957.com,Canada,Manufacturing,Large,3254,$250M-$1B
C00958,W Systems 0958,https://example-company-0958.com,Singapore,Manufacturing,Small,7499,> $1B
C00959,X Group 0959,https://example-company-0959.com,Saudi Arabia,Telecom,Large,18379,> $1B
C00960,Y Technologies 0960,https://example-company-0960.com,Canada,Insurance,Large,18885,> $1B
C00961,Z Solutions 0961,https://example-company-0961.com,UK,Logistics,Large,7664,> $1B
C00962,A Industries 0962,https://example-company-0962.com,Canada,Education,Medium,10127,> $1B
C00963,B Systems 0963,https://example-company-0963.com,Netherlands,Insurance,Large,19714,> $1B
C00964,C Group 0964,https://example-company-0964.com,UAE,Logistics,Medium,4735,$250M-$1B
C00965,D Technologies 0965,https://example-company-0965.com,Saudi Arabia,Logistics,Large,18896,> $1B
C00966,E Solutions 0966,https://example-company-0966.com,Australia,Telecom,Small,2159,$250M-$1B
C00967,F Industries 0967,https://example-company-0967.com,Singapore,Retail,Large,4555,$250M-$1B
C00968,G Systems 0968,https://example-company-0968.com,Germany,Healthcare,Large,6799,> $1B
C00969,H Group 0969,https://example-company-0969.com,Saudi Arabia,Logistics,Medium,789,$50M-$250M
C00970,I Technologies 0970,https://example-company-0970.com,USA,Insurance,Large,16323,> $1B
C00971,J Solutions 0971,https://example-company-0971.com,UAE,Logistics,Medium,17115,> $1B
C00972,K Industries 0972,https://example-company-0972.com,Canada,Education,Enterprise,7697,> $1B
C00973,L Systems 0973,https://example-company-0973.com,Canada,Telecom,Large,16735,> $1B
C00974,M Group 0974,https://example-company-0974.com,Canada,Retail,Medium,15461,> $1B
C00975,N Technologies 0975,https://example-company-0975.com,UK,Manufacturing,Medium,16038,> $1B
C00976,O Solutions 0976,https://example-company-0976.com,UAE,Banking,Medium,16063,> $1B
C00977,P Industries 0977,https://example-company-0977.com,USA,Education,Medium,11490,> $1B
C00978,Q Systems 0978,https://example-company-0978.com,Australia,Retail,Enterprise,2260,$250M-$1B
C00979,R Group 0979,https://example-company-0979.com,Germany,Banking,Large,18473,> $1B
C00980,S Technologies 0980,https://example-company-0980.com,Australia,Logistics,Medium,12192,> $1B
C00981,T Solutions 0981,https://example-company-0981.com,Australia,Telecom,Enterprise,18030,> $1B
C00982,U Industries 0982,https://example-company-0982.com,India,Manufacturing,Medium,19183,> $1B
C00983,V Systems 0983,https://example-company-0983.com,Australia,Banking,Enterprise,3783,$250M-$1B
C00984,W Group 0984,https://example-company-0984.com,Singapore,Logistics,Medium,8072,> $1B
C00985,X Technologies 0985,https://example-company-0985.com,Australia,Telecom,Large,3890,$250M-$1B
C00986,Y Solutions 0986,https://example-company-0986.com,Singapore,Logistics,Enterprise,1066,$250M-$1B
C00987,Z Industries 0987,https://example-company-0987.com,Singapore,Logistics,Medium,19329,> $1B
C00988,A Systems 0988,https://example-company-0988.com,Germany,Insurance,Large,18469,> $1B
C00989,B Group 0989,https://example-company-0989.com,UAE,Insurance,Enterprise,18638,> $1B
C00990,C Technologies 0990,https://example-company-0990.com,India,Education,Medium,17679,> $1B
C00991,D Solutions 0991,https://example-company-0991.com,Germany,Manufacturing,Small,12993,> $1B
C00992,E Industries 0992,https://example-company-0992.com,Australia,Healthcare,Large,10466,> $1B
C00993,F Systems 0993,https://example-company-0993.com,UK,Retail,Medium,19829,> $1B
C00994,G Group 0994,https://example-company-0994.com,Canada,Telecom,Small,11067,> $1B
C00995,H Technologies 0995,https://example-company-0995.com,Australia,Logistics,Medium,12866,> $1B
C00996,I Solutions 0996,https://example-company-0996.com,Singapore,Banking,Large,4274,$250M-$1B
C00997,J Industries 0997,https://example-company-0997.com,Australia,Manufacturing,Medium,14946,> $1B
C00998,K Systems 0998,https://example-company-0998.com,Germany,Education,Medium,16398,> $1B
C00999,L Group 0999,https://example-company-0999.com,Saudi Arabia,Retail,Large,13586,> $1B
C01000,M Technologies 1000,https://example-company-1000.com,Australia,Retail,Large,9997,> $1B
